Country Name,Country Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Bahamas, The",BHS,10095760000.0,10070450000.0,10720500000.0,10568400000.0,11111600000.0,11710800000.0,11928500000.0,12490700000.0,13022100000.0,13578800000.0
Bosnia and Herzegovina,BIH,17176781336.7644,18644723860.9709,17226849297.07,18178503835.4491,18558343508.3435,16211541820.2438,16913330693.9653,18080118128.3854,20183510561.2553,20164193806.88
Belarus,BLR,57222490768.7143,61757788944.7236,65685102554.8759,75527984234.2342,78813839984.3506,56454734396.5842,47722657820.6675,54726595249.1849,60031262269.3365,63080457022.6599
Belize,BLZ,1377200000.0,1460800000.0,1522900000.0,1579400000.0,1662800000.0,1723800000.0,1775100000.0,1836600000.0,1871200000.0,1879613600.0
Bermuda,BMU,6634526000.0,6312691000.0,6378188000.0,6465756000.0,6413988000.0,6654541000.0,6899911000.0,7142316000.0,7224329000.0,7484113000.0
Bolivia,BOL,19649631314.0482,23963033430.5954,27084497482.8616,30659338880.3786,32996188012.6821,33000198248.3362,33941126200.0606,37508642165.3366,40287647930.4761,40895322843.7851
Brazil,BRA,2208871646202.82,2616200980392.16,2465188674415.03,2472806919901.67,2455993625159.37,1802214373741.32,1795700168991.49,2062831045935.95,1885482534238.33,1839758040765.62
Barbados,BRB,4530000000.0,4657500000.0,4610000000.0,4677000000.0,4696500000.0,4715000000.0,4830000000.0,4978000000.0,5086500000.0,5209000000.0
Brunei Darussalam,BRN,13707370737.0737,18525319977.7407,19047940300.8963,18093829923.2737,17098342541.4365,12930394937.8137,11400854267.7188,12128104859.1498,13567351175.0315,13469422958.5105
Bhutan,BTN,1547991317.81183,1777101316.67756,1781281281.57912,1756215665.09323,1907090813.4590602,2003598212.99135,2158972129.00307,2450364928.07302,2446866404.93058,2530547157.56678
Botswana,BWA,12786654498.3514,15351972361.1477,14380004175.1194,14901750991.2012,16250781586.6579,14420593484.0557,15646354089.458,17405588070.4332,18663265549.0196,18340480936.0444
Central African Republic,CAF,2142591375.8505301,2437982839.63072,2510126699.0535603,1691544192.3824198,1894813504.52945,1695825708.4560401,1825018190.8507102,2072350151.1306102,2220978978.17342,2220307368.69593
Canada,CAN,1613464422811.13,1788647906047.76,1828689329348.99,1847208522155.34,1803533209844.65,1556129524418.21,1528243213982.08,1649878054226.82,1716262621082.22,1736425629519.96
Central Europe and the Baltics,CEB,1316611736575.83,1449107473075.26,1352688633437.44,1422193604145.12,1464899669967.39,1292086768710.81,1320631381338.53,1463498188698.06,1644435698536.64,1668851928931.89
Switzerland,CHE,583782978345.834,699579638413.011,668043613696.287,688504173431.454,709182559935.3009,679832292004.984,671309197478.183,679950481622.843,705140620046.7,703082435158.864
Channel Islands,CHI,,,,,,,,,,
Chile,CHL,218537551220.071,252251992029.442,267122320056.702,278384345259.377,260541629960.66397,243919085308.936,250440136356.12698,277044950259.009,298258019275.049,282318159744.65
China,CHN,6087163874512.21,7551500124203.36,8532229986993.65,9570406235659.64,10475682920594.5,11061553079876.4,11233276536737.2,12310409370892.8,13894817549374.2,14342903006431.3
Cote d'Ivoire,CIV,24908781285.4756,25414875503.0784,26789047554.5988,31273074527.6975,35363533865.7271,45814637971.4745,47964234560.0514,51588158717.5348,58011466450.8643,58539424929.7248
Cameroon,CMR,26169323292.5278,29375448542.4466,29102772799.0038,32357345500.9885,34989493826.2179,30928653813.8538,32643697595.8378,35009262788.15,38694156862.9922,39007354359.2798
"Congo, Dem. Rep.",COD,21565720044.4634,25839749198.8233,29306235826.3885,32679745297.6453,35909040265.9328,37917704900.0794,37134799974.5225,38019265625.8845,46831342212.5473,50400746171.4239
"Congo, Rep.",COG,13148395201.8041,15655384440.3994,17692912613.1633,17958721571.7526,17783526317.8894,11953249529.737,10335424288.4306,11198674674.3816,13518403446.9566,12267392146.5888
Colombia,COL,286563105192.456,334943871931.745,370921320483.841,382116126448.555,381112119657.445,293481748240.779,282825009887.458,311883730690.12897,333568923004.469,323615979418.651
Comoros,COM,907978723.547592,1023086183.7982199,1015843368.7900801,1116224161.07781,1149587651.69395,966029542.038859,1012835518.2603699,1077439662.5798,1178530757.7232802,1165839927.0632699
Cabo Verde,CPV,1664310769.55229,1865915544.12445,1741809808.9644198,1850470042.43281,1859898513.26858,1596800287.16405,1662998678.36743,1769787215.14611,1966983316.56524,1981845740.3582802
Costa Rica,CRI,37268614024.3178,42262697840.385,46473128285.5589,49745088111.6953,50577769837.7462,54775994478.5095,57157992434.1805,58481858042.5721,60553901420.085,61801385049.0716
Caribbean small states,CSS,64524470198.2237,69668274255.6167,72051118641.7627,73417589878.4139,74433668499.321,72828471570.5459,69191343076.2298,71452564226.3475,74967267520.1689,77721714917.8506
Cuba,CUB,64328000000.0,68990000000.0,73141000000.0,77148000000.0,80656000000.0,87133000000.0,91370000000.0,96851000000.0,100023000000.0,
Curacao,CUW,,3038699608.93855,3131096089.38547,3147616201.11732,3158406033.51955,3151910782.1229,3122287932.96089,3116610111.7318397,3127908044.69274,3101787709.49721
Cayman Islands,CYM,4156990816.04561,4186223864.8445,4291158967.90881,4405954696.163361,4563017851.62436,4708336756.08849,4909498942.67103,5153091157.77225,5517361237.63423,
Cyprus,CYP,25732432719.0773,27565469097.9955,24978513426.6992,23900872625.8467,23156850006.6427,19842404304.8929,20953442550.3653,22729184365.1152,25309818138.8758,24948935408.0376
Czech Republic,CZE,209069940963.177,229562733398.948,208857719320.649,211685616592.93103,209358834156.32898,188033050459.881,196272068576.338,218628940951.675,248908731817.50198,250680504529.647
Germany,DEU,3396354075663.73,3744408602683.94,3527344944139.83,3732743446218.92,3883920155292.26,3356235704119.75,3467498002104.33,3682602479929.42,3963767526250.98,3861123558039.21
Djibouti,DJI,1128611700.3618,1239144501.77525,1353632941.5207,2042817162.8563898,2214681573.56933,2430287967.02678,2603554906.59464,2751461055.59307,3012820409.63313,3324634256.1332397
Dominica,DMA,493825925.92592597,501025925.92592597,485996296.296296,498296296.296296,520207407.40740705,540737037.037037,576229629.62963,519837037.037037,551074074.074074,582403703.703704
Denmark,DNK,321995279401.502,344003137611.271,327148943812.13696,343584391647.927,352993631617.70795,302673070846.857,313115929314.339,332121063806.391,356879499797.896,350104327658.675
Dominican Republic,DOM,53860175556.5208,58029750744.3809,60681537194.7076,62682163837.6521,67179914026.2773,71164825257.7372,75704720189.6204,79997975622.7604,85555378043.7999,88941299734.2073
Algeria,DZA,161155315145.814,200254371997.255,209021250805.932,209724351221.97,213860450595.82898,166361491140.75302,159994837855.12,170163165960.516,175405660377.358,171091289782.245
East Asia & Pacific (excluding high income),EAP,7874770924892.71,9620273762794.09,10727640354235.6,11835629991510.1,12761629787232.4,13294602254117.5,13575794190520.2,14835961478596.2,16594146987960.9,17214775860650.6
Early-demographic dividend,EAR,8575074872867.32,9613820765240.14,10081635886117.6,10259814437389.4,10620471211777.0,10311638541292.5,10550444704869.4,11399719349294.5,11645984950915.1,11989867025219.9
East Asia & Pacific,EAS,16988747056146.3,19687376400049.3,21072075411804.3,21318560290646.4,22002182897791.7,21911638600129.5,22658589044442.5,24222685964338.3,26351346134237.6,26987767528542.9
Europe & Central Asia (excluding high income),ECA,2944940077492.75,3660261685135.84,3904070673139.4,4139016998710.19,3841761017808.3,2916638590939.38,2773218419978.23,3114811233223.44,3192144799381.44,3248461689441.89
Europe & Central Asia,ECS,20967706431399.6,23249955211795.0,22412505450270.7,23421005051887.5,23738526473026.0,20450302716605.9,20388826551162.9,21610837008711.6,23145668465857.4,22792819661712.7
Ecuador,ECU,69555367000.0,79276664000.0,87924544000.0,95129659000.0,101726331000.0,99290381000.0,99937696000.0,104295862000.0,107562008000.0,107435665000.0
"Egypt, Arab Rep.",EGY,218983666061.70602,235989672977.625,279116666666.667,288434108527.132,305595408895.265,329366576819.407,332441717791.411,235733695652.17398,249712999437.254,303092255125.285
Euro area,EMU,12628837653379.8,13623185516340.3,12639557374481.5,13190250310518.0,13490553822082.7,11668482860489.5,11967164887075.7,12671044522003.4,13686889517984.1,13356063677260.5
Eritrea,ERI,1589515447.15447,2065001626.0162601,,,,,,,,
Spain,ESP,1420722034063.0,1478772824224.03,1324820091194.67,1354757433212.72,1369398844599.58,1195119269971.52,1232076017361.53,1312539279462.36,1422153839840.78,1393490524517.64
Estonia,EST,19693608289.0773,23391530006.3166,23192708981.8446,25271406707.566,26773473625.1921,23048864242.6072,24259552888.9717,26951648828.5789,30631142226.8533,31471100656.2431
Ethiopia,ETH,29933790334.3418,31952763089.33,43310721414.0829,47648211133.2183,55612228233.5179,64589334978.8013,74296618481.0882,81770791970.982,84269348327.3454,95912590628.1412
European Union,EUU,14544075622068.1,15744157300202.9,14636296706794.8,15293400915549.8,15632613367402.2,13545081361696.3,13886845315710.6,14758432346844.8,15965026482630.7,15626448476438.3
Fragile and conflict affected situations,FCS,1430217427154.33,1453117436183.71,1678806401944.62,1763713251391.59,1923217210047.71,1726905458298.12,1550706828001.58,1569590877815.66,1698248056693.35,1778456492418.56
Finland,FIN,249181190476.369,275243697751.011,258304834621.605,271285280621.37302,274497230802.958,234440080998.273,240607907010.383,255232257243.53,275946554578.823,269296310180.392
Fiji,FJI,3140508835.9485,3774530615.65916,3972012570.5346704,4190143206.25611,4856963251.974771,4682546881.15833,4930204219.713039,5353404418.664129,5581393120.62853,5496250694.31587
France,FRA,2642609548930.36,2861408170264.6,2683825225092.63,2811077725703.59,2852165760630.27,2438207896251.84,2471285607081.72,2595151045197.65,2787863958885.49,2715518274227.45
Faroe Islands,FRO,2320424601.26954,2490807830.57351,2366301251.6184697,2627049837.08135,2850743875.2784,2518096285.61661,2738832687.13698,2905102303.5333,3116887847.21122,
"Micronesia, Fed. Sts.",FSM,296944100.0,311301600.0,327248700.0,317214400.0,319271200.0,316489900.0,332265200.0,366666800.0,401932300.0,
Gabon,GAB,14372591916.4792,18210308748.2912,17170465294.0332,17595745653.3676,18203968001.8908,14383107714.0388,14023890620.3384,14929488770.7315,16862282413.8778,16874450215.1351
United Kingdom,GBR,2475244321361.11,2659310054646.23,2704887678386.72,2786022872706.81,3063803240208.01,2928591002002.51,2694283209613.29,2666229179958.01,2860667727551.97,2829108219165.8
Georgia,GEO,12243505582.6741,15107441446.7833,16488403076.3641,17189551520.9811,17627003454.7205,14953950557.4406,15141758566.7808,16242916915.7203,17599700090.762,17477255545.6705
Ghana,GHA,32197272797.2028,39337314809.9434,41270954737.2459,62405374785.5052,53660342159.7735,48564863888.4402,55009730600.0307,58998132329.6173,65556464048.1539,66983634223.943
Gibraltar,GIB,,,,,,,,,,
Guinea,GIN,6853467857.61127,6785137172.770579,7638045254.42864,8376613843.27265,8778473614.54728,8794202443.67366,8595955581.21787,10324668266.5921,10907214993.5687,12296665331.192
"Gambia, The",GMB,1543292392.54605,1409694553.9093401,1415006238.0950902,1375608956.10386,1229460601.92174,1378176868.31568,1484579844.3714302,1504909753.2874599,1670670668.5939,1826073739.8252199
Guinea-Bissau,GNB,849878424.225986,1099818651.9811401,989271229.637162,1046087417.96916,1054915645.19654,1048229629.42039,1179004941.2290401,1350177127.5523,1458868241.85588,1339449165.48759
Equatorial Guinea,GNQ,16314442183.3477,21357344847.4966,22388345810.2466,21948835350.3425,21765454404.421,13185496836.4124,11240809132.4145,12200914929.5961,13278488567.3058,11026774945.3415
Greece,GRC,299361576293.332,287797821676.138,245670666767.53302,239862011051.781,237029578730.029,196591353872.132,195222443844.78302,203588424740.3,218138367208.79898,209852761132.839
Grenada,GRD,771013259.259259,778655925.925926,799882259.259259,842620111.111111,911497407.407407,997007925.925926,1061631222.22222,1125685185.18519,1168696296.2963,1210603703.7037
Greenland,GRL,2503156060.52524,2684467375.71479,2609667673.71601,2684952726.88425,2842048997.77283,2499115623.00272,2707146783.13056,2826651925.6690197,3051626389.63671,
Guatemala,GTM,41338008612.7727,47654783851.8252,50388460924.7345,52996540576.3161,57852399705.1292,62186186575.7433,66053725049.0138,71612352644.9734,73118147941.2704,76710355347.0968
Guam,GUM,4895000000.0,4928000000.0,5199000000.0,5336000000.0,5538000000.0,5710000000.0,5795000000.0,5851000000.0,5920000000.0,
Guyana,GUY,3432913353.15303,3691384743.4656296,4063090015.9181204,4167801802.58255,4127664335.8269296,4279840361.74334,4482697336.56174,4748174334.14044,4787635821.28928,5173759527.57794
High income,HIC,45585671488087.1,49211742295134.1,49262520032118.8,49886888092442.6,50986874848795.0,48169284431931.2,49181225871698.4,51468319156973.6,54656884279246.1,55140634994666.1
"Hong Kong SAR, China",HKG,228637697575.04,248513617677.287,262629441493.476,275696879834.966,291459356985.337,309383627028.56104,320837638328.846,341244161576.759,361696880780.762,365711532816.90704
Honduras,HND,15839344591.9842,17710315005.9999,18528601901.323997,18499710127.8385,19756494434.7031,20979767785.2104,21717622071.3816,23136232229.6069,24024189735.8876,25095395475.0393
Heavily indebted poor countries (HIPC),HPC,490275634951.426,546434357935.128,580700670678.415,647872456883.35,683129004022.834,676805764502.929,669728831074.018,713187205161.6129,759123536838.027,783061756161.729
Croatia,HRV,59918313669.1671,62537851352.4904,56580819623.8529,58194069434.1423,57639588805.5871,49525747503.8149,51601147665.8089,55481644098.0495,61375222347.0256,60752588976.3175
Haiti,HTI,11661585823.2282,13008748131.675,13708931889.7884,14498080022.6317,14790765759.5274,14857386163.9184,13723267960.8434,14213814582.7938,15965670198.4548,14332163266.3977
Hungary,HUN,131916516051.985,141759722464.00198,128475498380.379,135411698965.10901,140765018880.633,125074286021.14,128470534117.95401,142961605733.026,160418835850.90698,163469042867.956
IBRD only,IBD,20019039739130.0,23645033386793.8,25140839772231.0,26561030339655.5,27475647429348.0,25950065325005.5,26153434029171.9,28864183920440.6,30807716110874.3,31604112806477.3
IDA & IBRD total,IBT,21483723192036.1,25307796387400.4,26931505224687.8,28527413148525.7,29578253145897.4,28039830398545.9,28183036024025.6,30964942653522.8,33032316632670.9,33917225227399.3
IDA total,IDA,1469119672665.19,1664987161326.89,1794078345206.92,1973428801628.54,2112917151582.24,2102314112248.16,2039741254149.59,2107387269941.84,2231098324742.68,2320313648145.49
IDA blend,IDB,700031820002.652,804396356884.61,889578509972.167,965837023753.578,1036701798768.23,999758125096.092,931080758172.088,922589446187.657,964268064192.7909,991547520067.22
Indonesia,IDN,755094160363.0709,892969107923.0941,917869910105.749,912524136718.018,890814755233.225,860854235065.0791,931877364177.7421,1015618742565.81,1042240309412.58,1119190780752.8
IDA only,IDX,763982967227.135,853829332625.355,895130563808.955,998443037641.442,1066194850212.59,1095337766619.45,1105541093456.11,1185503744780.45,1268823087329.57,1331970889524.39
Isle of Man,IMN,5920177688.50433,6566098381.6696,6690725118.48341,7000748788.49461,7708834951.456309,7085288006.111541,6846691871.45558,6979581724.58172,7491969312.87525,
India,IND,1675615335600.56,1823050405350.42,1827637859135.7,1856722121394.53,2039127446298.55,2103587817041.78,2294797978291.98,2652754685834.59,2713165057513.35,2868929415617.02
Not classified,INX,,,,,,,,,,
Ireland,IRL,222148757577.89102,237472361733.54602,224999484361.82602,238543539440.554,258471884599.61102,291499812214.551,300523297823.576,335663113507.851,382674360648.245,388698711348.156
"Iran, Islamic Rep.",IRN,486807615326.14703,580764902917.439,598868460912.847,460293149324.326,432687036177.818,384951479697.42,417983583565.54,445345256459.105,453996479250.21204,
Iraq,IRQ,138461538461.538,185470085470.085,217807625616.475,234648370497.427,234648370506.00302,177498577312.923,174896224010.15198,195473049873.096,224228010473.773,234094042938.917
Iceland,ISL,13683689692.6583,15158548262.7723,14724078148.3168,16033517403.2062,17758050015.5425,17389101639.0017,20618363251.6229,24488176540.5908,25737594324.022003,24188038473.5438
Israel,ISR,233995676087.698,261468634287.095,257180147032.142,292636164056.027,309558454690.917,299813121135.458,318950599043.544,353253406982.75104,370587977125.73206,394652210295.849
Italy,ITA,2134017843247.16,2291991045770.29,2087077032435.15,2141315327318.21,2159133919743.77,1835899237320.04,1875797463583.87,1961796197354.36,2091544955092.31,2003576145498.04
Jamaica,JAM,13220556882.7046,14444655299.8772,14807086889.2099,14262589157.7413,13897804560.3487,14187696311.3556,14075894320.3166,14806340821.0871,15713908816.1463,16458071067.8176
Jordan,JOR,27133804244.3669,29524149164.8994,31634561670.4356,34454440180.6582,36847643587.2383,38587017944.3352,39892551148.8301,41408960786.8028,42932112676.0563,44502895861.6837
Japan,JPN,5700098114744.41,6157459594823.72,6203213121334.12,5155717056270.83,4850413536037.84,4389475622588.97,4922538141454.62,4866864409657.68,4954806619995.19,5081769542379.77
Kazakhstan,KAZ,148047348240.643,192626507971.58398,207998568865.78897,236634552078.102,221415572819.5,184388432148.715,137278320084.17099,166805800595.704,179339994859.38397,181665908556.499
Kenya,KEN,40000088346.8041,41953433591.4101,50412754861.0191,55096728047.9408,61448046801.6041,64007750169.3344,69188755364.2995,78965004656.1823,87778582964.1388,95503088538.092
Kyrgyz Republic,KGZ,4794357795.07139,6197766118.59856,6605139933.410629,7335027591.91628,7468096566.711579,6678178340.45121,6813092065.835071,7702934800.12836,8271108638.399309,8454619607.81795
Cambodia,KHM,11242275198.9783,12829541141.0127,14054443213.4639,15227991395.2201,16702610842.4025,18049954289.4229,20016747754.0192,22177200511.5811,24571753583.4922,27089389786.979
Kiribati,KIR,156120895.248578,181705002.57864898,190243321.598675,185113921.606488,179703443.302686,171117872.436331,178328873.03003302,187276210.91355,196737895.99521798,194647201.946472
St. Kitts and Nevis,KNA,760170370.37037,817759259.259259,800414814.814815,839774074.074074,916566666.666667,923155555.5555551,971166666.666667,996944444.444444,1010822222.22222,1053244444.44444
"Korea, Rep.",KOR,1144066965324.49,1253223044718.99,1278427634342.59,1370795199976.18,1484318219633.63,1465773245547.15,1500111596236.37,1623901496835.79,1724845615629.26,1646739219509.89
Kuwait,KWT,115419399860.43301,154068115942.029,174070382279.385,174161142454.161,162631412508.784,114567298105.68301,109419728566.7,120707220573.68901,140645364238.411,134628542746.97
Latin America & Caribbean (excluding high income),LAC,4911339906677.8,5592263150707.69,5629206749772.01,5755372416436.77,5891055018081.22,5006910615827.79,4865726916709.88,5425412038876.06,5226072829129.24,5149595087470.17
Lao PDR,LAO,7127792629.582941,8749241114.189129,10191350119.6808,11942230508.334,13268458231.9284,14390442307.3996,15805692545.8723,16853087485.4118,17953786416.1431,18173839147.4011
Lebanon,LBN,38443907042.3217,39927125961.194,44035991745.6716,46909335135.1244,48134486624.6103,49939374832.7031,51205122503.8143,53140638269.1211,54961275741.5589,51991634491.6345
Liberia,LBR,1998000000.0,2398000000.0,2721000000.0,3067000000.0,3144000000.0,3177000000.0,3277826000.0,3285455000.0,3264000000.0,3070518100.0
Libya,LBY,74773444900.5368,34699395523.6073,81873662518.8238,65502870173.7831,41142722414.3351,27842131479.8726,26197143268.1243,37883243650.452,52607888717.9487,52091152228.3425
St. Lucia,LCA,1486758037.03704,1576988407.40741,1605146777.77778,1664816740.74074,1755130814.81481,1808079888.8888898,1865375222.22222,1999090407.4074101,2065875074.07407,2122450629.62963
Latin America & Caribbean,LCN,5354420958073.68,6087457540728.09,6150616417221.48,6301890298662.8,6425251637774.58,5529111180660.86,5398482890244.68,5995428836310.14,5823558182037.59,5733773582151.17
Least developed countries: UN classification,LDC,682180586432.2739,778767083261.8721,826383452265.823,901616161230.402,974055229893.728,966458681284.516,950657771886.428,1033422643377.55,1073440853752.05,1115238042585.36
Low income,LIC,392094800909.486,427682679501.269,449651881090.356,492863774345.99,527424451180.531,533734870124.469,488936926500.77,503283508816.823,518428827997.3,541511926907.27295
Liechtenstein,LIE,5082366478.08994,5739977477.47748,5456009384.66461,6391735893.83968,6657170923.37918,6268391521.19701,6237264055.20601,6552858738.70214,6876981286.43011,
Sri Lanka,LKA,56725749221.9043,65292753005.4665,68434409315.1123,74317806538.3632,79356449840.5771,80604080688.5775,82401038709.5356,87428125557.573,88425889592.1519,84008783756.068
Lower middle income,LMC,3931119157586.88,4422887680134.85,4668067570340.34,4918038585627.84,5226217431859.36,5182268735537.23,5360983734802.03,5768755648290.69,6007305623255.79,6334933300545.64
Low & middle income,LMY,20544018356783.8,24257492259031.4,25911940008002.9,27445087282780.4,28483329039856.0,27066524748193.8,27200380589510.3,29869835182245.6,31817960829724.9,32709070487543.0
Lesotho,LSO,2269525779.39288,2622336147.88082,2526185314.1743803,2421470018.23985,2499803984.26198,2372280102.5166698,2165408359.1668,2405289384.40985,2575892261.5404396,2376328637.2631803
Late-demographic dividend,LTE,13506370201602.5,16458769415923.9,17607169172335.6,18977342818570.6,19698463710450.9,18471432307959.4,18516557706974.8,20547417514605.1,22508844559569.0,22983532467508.6
Lithuania,LTU,37138464732.9838,43582248869.6143,42943442157.7701,46514471181.9327,48574531941.9167,41418872976.1196,43018087237.5741,47758736931.7801,53722883091.3513,54627411860.4705
Luxembourg,LUX,53212476812.2957,60004630234.4135,56677961787.0717,61739352212.3049,66103853236.7572,57744457954.7297,60691483443.1221,64181944722.7283,70919958015.5247,71104919108.1411
Latvia,LVA,23877564355.9904,28619991391.7457,28330632928.5559,30432796305.7043,31329367172.7409,27239653843.5022,28052325862.0461,30458763245.5118,34416012859.1866,34102913582.4235
"Macao SAR, China",MAC,28123640998.7253,36709860068.3445,43031577366.4251,51552075901.5183,55347998647.8196,45361678146.5247,45387299721.0792,50751059058.0613,55084050789.7182,53859116535.5306
St. Martin (French part),MAF,,,,,,,,,,
Morocco,MAR,93216746661.5977,101370474295.10901,98266306615.3632,106825649872.108,110081248587.369,101179808076.36,103311649248.024,109682728023.112,118096227400.092,119700325461.938
Monaco,MCO,5367625613.15127,6088808463.25167,5743029680.07195,6555983530.34932,7069616048.890659,6261622101.40908,6472990923.1791,6431314957.07185,7188238072.74445,
Moldova,MDA,6974960345.3712,8414360656.29632,8709165249.26928,9496684701.43325,9510219299.495571,7745231660.33425,8071480540.86068,9669759987.026329,11456717193.2501,11968713370.4969
Madagascar,MDG,9982711030.26388,11551821062.3334,11578978052.8789,12423557906.9182,12522959157.2295,11323023786.5698,11848615018.4137,13176313233.1978,13853433947.6241,14114631280.6774
Maldives,MDV,2588176054.6875,2774351760.03287,2886170571.6963396,3295011381.75405,3697351594.22359,4109447297.0070896,4379115587.829571,4754352301.4104,5299773145.08744,5642179170.45898
Middle East & North Africa,MEA,2768051385032.86,3280524945926.26,3576379622626.96,3548728301289.72,3569880025466.93,3143961312693.31,3155520650807.12,3272607336333.91,3566140736118.84,3649607782728.21
Mexico,MEX,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1315351183524.54,1171867608197.72,1078490651625.31,1158913035796.37,1222348807283.2,1268870527160.03
Marshall Islands,MHL,162164700.0,174332100.0,182874800.0,187707400.0,184689500.0,184599600.0,200558400.0,212881000.0,221278000.0,
Middle income,MIC,20154557259462.8,23825657402234.9,25456336153963.0,26949417332375.6,27956218907118.6,26539231023472.9,26707878448640.1,29355518486024.9,31284038166250.9,32153305760637.5
North Macedonia,MKD,9407168702.4313,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10064515432.0265,10672471860.7184,11307058382.3435,12683073866.1105,12547040498.9077
Mali,MLI,10689167195.3375,12995074801.061,12441946098.4018,13242680704.5961,14364859445.8846,13104802016.2041,14025944550.3788,15365627045.0866,17070758732.1991,17279566718.6087
Malta,MLT,9035932177.77961,9638916472.1536,9462238256.97848,10551661220.181,11626281449.5909,11091434435.2345,11665231192.2959,13146963159.1185,14750790658.4025,14989415684.1203
Myanmar,MMR,49540813342.4834,59977326085.9908,59937797559.3295,60269734044.52599,65446199787.8425,67822772707.1034,67184236746.5694,68945867477.6054,76168043981.5932,76085852617.1371
Middle East & North Africa (excluding high income),MNA,1384800137552.85,1566916852595.94,1729643567215.21,1619240456887.95,1599403833225.15,1440212700192.34,1459985957527.77,1436549350150.36,1520424748698.99,
Montenegro,MNE,4142931812.7770705,4544575151.98546,4087561649.51236,4464502433.55448,4587741791.10639,4053097851.44823,4373958353.52982,4844606145.7683,5504255213.578711,5542577964.981461
Mongolia,MNG,7189481824.07288,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11749620619.5962,11186734674.3847,11425755279.5395,13108769495.7425,13996719329.4097
